Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
456,20,RL,92,15401,Pave,nan,Reg,Low,AllPub,CulDSac,Gtl,South Jessica,Feedr,Feedr,Twnhs,1Story,5,3,1952,1921,Hip,CompShg,VinylSd,VinylSd,Stone,114,Ex,Fa,PConc,Fa,Ex,Gd,Unf,1092,BLQ,980,998,857,Grav,Gd,N,FuseA,1271,1432,197,2753,2,1,1,0,1,1,TA,3,Min2,2,TA,2Types,1953,Fin,0,858,Fa,No,P,14,113,463,42,121,519,Gd,nan,Gar2,2395,8,2008,New,Abnorml
457,20,FV,38,15605,Grvl,nan,Reg,Bnk,AllPub,CulDSac,Mod,Port Brendaton,Artery,Feedr,TwnhsE,1Story,5,5,2018,1926,Mansard,Tar&Grv,HdBoard,VinylSd,CBlock,223,Ex,Ex,CBlock,Gd,No,Mn,Rec,719,GLQ,429,1054,1853,Wall,Gd,Y,SBrkr,1820,1229,189,3423,2,0,2,1,4,1,TA,4,Min1,1,Ex,Basment,1984,Fin,2,10,Gd,No,Y,38,87,78,163,85,610,Ex,nan,Shed,1012,11,2012,COD,Family
458,160,FV,51,16932,Grvl,nan,IR3,HLS,AllPub,CulDSac,Sev,Lake Matthew,PosN,Norm,1Fam,2Story,4,9,1922,1981,Mansard,Metal,HdBoard,CemntBd,Stone,479,Gd,TA,Slab,Gd,TA,Mn,BLQ,383,BLQ,56,865,540,Wall,Gd,Y,FuseA,821,488,117,3579,1,0,3,1,2,1,Gd,8,Min2,1,Fa,Basment,1910,RFn,3,69,TA,Fa,N,259,249,326,137,165,329,Gd,nan,Shed,2241,8,2014,Con,Alloca
459,40,RM,88,5093,Pave,Pave,IR2,Bnk,AllPub,CulDSac,Gtl,West David,PosN,Artery,2FmCon,1.5Fin,3,4,1932,1995,Flat,Metal,BrkFace,CemntBd,CBlock,108,Gd,Fa,CBlock,Gd,Ex,Gd,No,702,Rec,288,1268,2924,GasA,Fa,Y,FuseA,1450,840,157,2877,0,1,0,1,3,1,Gd,5,Mod,1,Gd,2Types,1907,Fin,1,539,Fa,Ex,P,3,389,143,135,72,269,Gd,GdPrv,Gar2,188,8,2018,New,Normal
460,60,RH,82,15351,Grvl,Pave,IR2,Lvl,AllPub,CulDSac,Sev,Sarachester,Feedr,Artery,TwnhsE,1.5Fin,1,2,1927,2001,Gable,Metal,MetalSd,HdBoard,None,323,TA,Gd,PConc,No,TA,Gd,Unf,740,ALQ,59,994,392,Grav,Ex,Y,FuseA,1870,559,188,1007,2,1,2,0,3,1,TA,5,Sal,0,Fa,2Types,1959,RFn,2,522,No,Fa,P,377,229,288,192,185,619,nan,MnPrv,Shed,3540,10,2010,WD,Normal
461,30,FV,93,11892,Grvl,nan,IR3,Bnk,AllPub,Corner,Sev,New Anthonychester,PosN,Artery,TwnhsE,SLvl,9,5,1920,1973,Gable,Tar&Grv,HdBoard,CemntBd,None,324,Gd,Fa,PConc,TA,TA,Mn,Rec,1428,ALQ,512,1331,2351,Grav,Ex,N,FuseP,1412,1063,179,3748,2,0,0,0,2,1,Fa,3,Min1,2,Ex,No,1956,RFn,1,879,No,Gd,Y,254,442,20,154,34,790,Ex,MnWw,Gar2,620,4,2014,COD,Partial
462,160,RH,83,10374,Grvl,nan,IR2,Lvl,AllPub,Corner,Gtl,Belindaburgh,Norm,Norm,Duplex,1Story,6,6,1922,2000,Mansard,CompShg,CemntBd,MetalSd,CBlock,254,TA,Gd,BrkTil,Fa,Ex,No,No,1225,LwQ,17,1319,2701,GasA,Ex,Y,FuseP,1406,803,41,2784,1,1,3,0,1,1,Ex,11,Min1,0,TA,Basment,2006,Unf,0,903,Ex,TA,Y,13,20,9,161,145,612,Gd,GdWo,Shed,1946,11,2010,New,AdjLand
463,160,RL,59,14497,Grvl,Pave,Reg,Low,AllPub,Inside,Gtl,Reynoldsfurt,Artery,Norm,Twnhs,SLvl,2,6,1985,1929,Mansard,Metal,HdBoard,VinylSd,BrkFace,77,Gd,Ex,BrkTil,No,No,Mn,Unf,1293,BLQ,766,411,701,Wall,Ex,N,SBrkr,1642,930,144,2314,0,0,0,0,1,1,Gd,4,Sev,2,TA,BuiltIn,1952,RFn,1,902,TA,No,Y,355,369,116,92,89,140,Gd,MnPrv,Othr,1421,9,2012,Con,Partial
464,60,RL,69,17857,Grvl,Pave,IR3,HLS,AllPub,Inside,Gtl,New Crystalfort,Feedr,Norm,2FmCon,1.5Fin,2,1,1946,1941,Hip,Tar&Grv,HdBoard,HdBoard,Stone,166,Gd,Fa,PConc,TA,No,Mn,GLQ,545,GLQ,278,481,1717,Wall,Gd,Y,FuseF,1046,518,100,2918,0,0,1,1,4,1,Fa,11,Sal,2,Fa,2Types,1967,Fin,0,856,No,Ex,Y,326,436,347,128,109,428,Fa,MnWw,Othr,1112,6,2012,Con,Partial
465,120,RH,33,8298,Pave,Grvl,IR1,Bnk,AllPub,Corner,Gtl,Robersonborough,Feedr,Artery,TwnhsE,2Story,1,2,1933,1938,Hip,CompShg,BrkFace,BrkFace,Stone,477,TA,Fa,BrkTil,Fa,Ex,Av,GLQ,909,LwQ,1060,278,703,Wall,Gd,N,FuseP,1392,136,21,2099,2,0,1,1,2,1,Gd,5,Typ,1,No,2Types,2011,Unf,0,234,No,TA,N,254,496,488,180,135,286,Gd,GdWo,nan,1693,3,2016,New,Abnorml
466,60,FV,42,19703,Pave,nan,IR1,HLS,AllPub,Inside,Gtl,Michelleland,PosN,Feedr,Duplex,SLvl,4,6,1921,1990,Hip,CompShg,BrkFace,HdBoard,BrkFace,142,Ex,Gd,PConc,Fa,TA,Gd,Rec,1099,No,376,805,1499,Grav,Ex,N,SBrkr,1285,1076,53,1215,2,0,2,0,4,1,TA,8,Min2,2,Ex,BuiltIn,1965,RFn,0,593,Gd,Ex,Y,407,483,45,193,172,207,TA,nan,nan,4571,11,2017,Con,AdjLand
467,60,RM,55,8502,Grvl,Grvl,Reg,Low,AllPub,CulDSac,Sev,New Timothyton,Norm,PosN,1Fam,1.5Fin,8,7,2000,1957,Gable,Tar&Grv,VinylSd,BrkFace,BrkFace,258,Gd,Gd,Slab,TA,No,Mn,GLQ,693,No,183,71,283,Wall,Ex,N,SBrkr,413,1265,4,438,2,1,1,1,2,1,Gd,7,Min1,0,Gd,CarPort,1999,RFn,3,388,No,No,P,233,289,206,181,73,23,Ex,MnPrv,Shed,508,3,2008,Con,AdjLand
468,30,FV,38,14231,Grvl,nan,IR2,Lvl,AllPub,CulDSac,Gtl,Brittanyland,Artery,Norm,2FmCon,SLvl,3,9,1943,1905,Mansard,Metal,HdBoard,CemntBd,BrkFace,243,Gd,Gd,BrkTil,Fa,Gd,No,LwQ,883,Rec,922,68,1952,GasW,TA,N,SBrkr,1560,1056,66,1936,0,1,3,0,3,1,Fa,9,Sev,1,Fa,CarPort,2007,RFn,2,287,Gd,TA,N,481,192,494,51,150,326,Gd,nan,nan,1022,5,2007,WD,Partial
469,160,FV,92,9075,Pave,Grvl,IR2,Low,AllPub,Corner,Gtl,Fisherborough,PosN,Feedr,Twnhs,1.5Fin,1,2,2012,1916,Gable,CompShg,CemntBd,CemntBd,BrkFace,422,Gd,TA,PConc,Fa,Fa,No,GLQ,519,BLQ,89,1125,2043,GasW,Fa,Y,SBrkr,1673,1036,199,2746,2,0,2,1,2,1,Ex,7,Sev,2,TA,CarPort,1988,Unf,2,364,Ex,No,N,347,195,195,171,49,514,Gd,nan,nan,1506,7,2007,New,Partial
470,60,RH,48,16163,Grvl,Pave,IR2,Bnk,AllPub,CulDSac,Sev,Nelsonborough,Norm,Feedr,2FmCon,1Story,2,4,1990,1985,Hip,Metal,BrkFace,MetalSd,None,361,Gd,TA,PConc,Ex,No,No,GLQ,164,Unf,368,213,572,Grav,Gd,N,FuseA,1802,19,146,3443,1,1,0,0,2,1,Gd,3,Maj1,1,Gd,Detchd,2018,Fin,3,88,Fa,Gd,P,380,322,195,152,163,159,Ex,GdPrv,Othr,2004,1,2007,COD,Alloca
471,40,RL,94,6199,Grvl,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Fergusonview,Artery,Artery,TwnhsE,SLvl,9,2,1972,1923,Gable,Metal,HdBoard,CemntBd,Stone,171,TA,Ex,Slab,Fa,TA,Av,Rec,691,GLQ,204,922,29,Grav,Gd,Y,FuseP,1773,1357,90,2858,1,0,1,0,2,1,Ex,9,Sev,1,TA,BuiltIn,2003,Fin,1,632,No,Fa,P,240,245,352,165,45,597,nan,GdPrv,Gar2,2576,4,2008,Con,Family
472,30,RH,71,11916,Grvl,Pave,IR3,Low,AllPub,Corner,Mod,New Nicole,Feedr,Norm,1Fam,SLvl,3,7,2009,1912,Mansard,Tar&Grv,BrkFace,VinylSd,None,242,Ex,Gd,PConc,TA,Gd,Mn,ALQ,750,Unf,1009,774,1966,Wall,Ex,N,FuseP,1365,721,186,2353,2,1,3,1,2,1,Gd,7,Sal,2,TA,BuiltIn,1980,Unf,1,204,Gd,Gd,Y,55,468,466,93,101,327,TA,MnPrv,Shed,820,6,2017,ConLw,AdjLand
473,160,FV,89,11614,Pave,Pave,IR3,Lvl,AllPub,Inside,Gtl,East Keith,Artery,Artery,2FmCon,2Story,2,4,1956,1976,Flat,Tar&Grv,BrkFace,HdBoard,CBlock,454,TA,TA,Slab,TA,Gd,No,No,1362,GLQ,905,624,1503,GasW,TA,N,FuseF,467,857,82,830,1,1,0,1,4,1,TA,7,Typ,2,Gd,CarPort,1911,RFn,0,753,Gd,Gd,N,457,311,385,0,145,396,nan,MnWw,Othr,698,5,2008,Con,Family
474,120,RL,81,13656,Pave,Grvl,IR3,HLS,AllPub,CulDSac,Mod,South Matthew,Norm,Feedr,Twnhs,1Story,4,8,1904,2001,Flat,CompShg,HdBoard,CemntBd,BrkFace,474,Ex,Fa,PConc,No,TA,No,ALQ,170,LwQ,687,1026,1462,GasW,TA,Y,FuseF,1356,833,159,3940,2,0,2,0,1,1,TA,5,Maj1,2,TA,CarPort,1913,RFn,0,575,No,Ex,Y,88,375,465,89,189,399,Ex,nan,nan,740,9,2006,Con,Family
475,120,RH,79,6607,Pave,Pave,IR3,Bnk,AllPub,Inside,Sev,East Danielleville,Artery,PosN,TwnhsE,1Story,2,3,1957,1934,Flat,CompShg,HdBoard,CemntBd,BrkFace,357,TA,Ex,PConc,Ex,Fa,Mn,GLQ,1447,GLQ,818,1072,1129,GasW,Ex,N,SBrkr,486,1338,156,3293,2,1,3,0,3,1,Gd,10,Typ,2,No,Basment,1921,Unf,1,7,TA,No,N,284,313,191,185,2,62,TA,GdPrv,Shed,3313,6,2019,ConLw,Alloca
476,160,RM,82,8952,Grvl,Grvl,IR1,Low,AllPub,CulDSac,Mod,Lake Jessicaburgh,Artery,Artery,2FmCon,2Story,7,8,1907,1999,Mansard,CompShg,HdBoard,MetalSd,CBlock,433,Gd,TA,PConc,Ex,TA,Mn,LwQ,33,GLQ,481,128,1699,Wall,TA,Y,SBrkr,896,80,94,3882,2,1,0,1,1,1,Gd,8,Maj1,2,No,Detchd,2007,Fin,1,652,Gd,Gd,Y,459,137,224,186,172,202,Fa,MnPrv,Othr,2397,7,2018,Con,AdjLand
477,120,RL,85,14000,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,Danielleberg,Feedr,Feedr,2FmCon,SLvl,8,6,1949,1953,Hip,Metal,BrkFace,BrkFace,CBlock,384,Gd,Ex,PConc,Fa,No,Av,Rec,62,LwQ,355,1086,2390,GasA,Fa,Y,FuseA,1628,342,65,1736,0,1,0,1,2,1,Fa,5,Typ,2,No,Attchd,1968,RFn,0,796,TA,Gd,P,445,447,389,131,41,339,Ex,MnPrv,Othr,3223,8,2010,New,AdjLand
478,120,RL,83,10540,Grvl,Grvl,IR1,Lvl,AllPub,Inside,Sev,Jamesmouth,Norm,Norm,Duplex,1Story,8,5,1979,1916,Flat,Tar&Grv,CemntBd,CemntBd,CBlock,118,TA,Gd,Slab,Fa,Gd,Gd,LwQ,1430,Rec,855,1462,2766,Wall,TA,N,FuseP,741,1254,43,3966,1,0,3,1,4,1,Gd,6,Maj2,1,No,Basment,1978,RFn,0,555,Ex,TA,P,197,223,380,88,186,194,TA,GdPrv,nan,2468,11,2018,ConLw,Abnorml
479,20,FV,34,14249,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Richardsonchester,Feedr,PosN,Twnhs,2Story,7,5,1925,1954,Mansard,CompShg,VinylSd,HdBoard,BrkFace,400,TA,TA,Slab,TA,Fa,No,BLQ,51,ALQ,485,899,396,GasA,Gd,N,FuseF,1937,546,32,3555,2,1,0,1,1,1,TA,5,Min1,1,No,Attchd,1965,Fin,3,123,TA,TA,N,173,275,388,133,163,477,Fa,GdWo,Shed,572,8,2015,Con,Family
480,60,FV,35,16144,Grvl,Pave,IR3,HLS,AllPub,CulDSac,Sev,South Amy,Artery,Feedr,Duplex,SLvl,3,6,2020,1915,Gable,Tar&Grv,HdBoard,CemntBd,Stone,429,Ex,Gd,CBlock,TA,Gd,Av,LwQ,1299,No,695,485,2613,GasA,Fa,Y,SBrkr,1453,977,119,2197,1,1,0,0,1,1,Gd,5,Mod,2,Ex,Detchd,1943,RFn,2,177,Fa,Gd,Y,45,470,76,74,76,349,Fa,MnWw,nan,1939,10,2020,WD,Partial
481,30,RH,29,10153,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,Lake Jesse,Feedr,PosN,2FmCon,SLvl,9,4,1940,1974,Flat,Tar&Grv,VinylSd,HdBoard,Stone,132,TA,Ex,Slab,No,Ex,Mn,No,336,GLQ,1445,530,661,GasW,Ex,Y,FuseF,867,1008,50,2153,1,0,1,1,3,1,Ex,11,Min2,2,TA,Detchd,1964,Unf,3,484,Ex,No,Y,281,200,130,108,137,783,Ex,GdWo,Gar2,3061,12,2014,New,Partial
482,60,RM,68,11750,Pave,Pave,IR1,HLS,AllPub,Corner,Gtl,Lake Tyrone,PosN,Norm,2FmCon,2Story,6,2,1976,1937,Flat,Tar&Grv,MetalSd,CemntBd,CBlock,41,Ex,Ex,CBlock,TA,Fa,Gd,Rec,883,LwQ,898,397,1300,Wall,TA,N,FuseA,1092,247,120,2293,1,0,0,0,3,1,Ex,5,Sal,1,No,2Types,1931,Fin,2,321,TA,Fa,Y,34,204,60,87,74,736,Ex,MnWw,nan,908,9,2014,COD,AdjLand
483,160,RH,38,6361,Pave,nan,IR3,HLS,AllPub,Corner,Gtl,Ashleyland,Feedr,PosN,TwnhsE,1Story,9,5,1931,1931,Gable,Tar&Grv,VinylSd,MetalSd,CBlock,359,TA,TA,BrkTil,TA,Ex,No,No,974,Unf,1410,675,2057,GasA,TA,N,FuseF,966,621,183,3743,1,1,3,1,1,1,Gd,8,Min1,2,Fa,Detchd,1941,RFn,1,952,TA,Fa,P,345,78,179,50,148,482,Fa,MnWw,Othr,4983,3,2015,COD,Alloca
484,60,RH,25,10677,Pave,nan,IR2,Bnk,AllPub,Corner,Mod,Michaelland,Artery,Artery,Duplex,1Story,2,1,1992,1972,Gable,Tar&Grv,CemntBd,VinylSd,CBlock,248,TA,Fa,BrkTil,Ex,Fa,Gd,ALQ,876,Rec,551,103,1484,GasW,TA,N,FuseP,1846,916,42,999,1,1,2,1,3,1,Gd,4,Sal,2,Ex,Basment,1996,RFn,2,855,No,No,N,333,315,272,24,76,446,Gd,GdPrv,Shed,278,7,2011,WD,Family
485,30,RM,65,13182,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Mod,Haleborough,Norm,Artery,Twnhs,1.5Fin,5,2,1944,1991,Flat,Metal,VinylSd,HdBoard,CBlock,229,Gd,Fa,CBlock,No,Ex,No,BLQ,380,No,899,1482,2546,GasW,TA,N,FuseP,1611,889,184,2131,1,0,1,0,3,1,TA,4,Mod,2,Gd,BuiltIn,1937,RFn,0,815,Gd,Gd,P,455,359,358,194,152,142,Fa,MnWw,nan,2338,8,2009,ConLw,Family
486,160,FV,52,9517,Grvl,Grvl,IR2,Lvl,AllPub,Corner,Gtl,Codyburgh,Norm,Artery,TwnhsE,1Story,9,1,1959,1954,Hip,Tar&Grv,HdBoard,CemntBd,BrkFace,97,Fa,Gd,CBlock,Gd,Fa,Mn,Rec,1350,GLQ,1282,75,1600,Grav,Ex,Y,FuseF,1717,470,45,3349,1,1,2,1,4,1,TA,10,Typ,0,Gd,BuiltIn,1984,Unf,2,299,Fa,No,P,69,239,292,171,161,306,TA,MnWw,Othr,220,5,2020,WD,Family
487,160,RL,48,18501,Pave,nan,IR3,HLS,AllPub,Corner,Sev,Lake Brianberg,Norm,PosN,2FmCon,SLvl,2,9,2019,1976,Hip,Metal,HdBoard,HdBoard,None,154,Ex,Ex,BrkTil,No,Ex,Gd,Unf,527,Rec,956,687,2276,Grav,TA,Y,SBrkr,1517,1288,199,2474,1,1,2,1,1,1,Gd,3,Maj1,1,Gd,Basment,1995,Fin,3,3,Gd,TA,Y,315,296,468,181,10,696,Ex,MnPrv,nan,3460,3,2010,New,Abnorml
488,20,RH,78,7573,Pave,Grvl,Reg,HLS,AllPub,CulDSac,Sev,Natashaberg,PosN,Artery,1Fam,1Story,8,4,1994,1998,Mansard,Metal,CemntBd,CemntBd,CBlock,30,TA,Ex,CBlock,Fa,No,Mn,BLQ,780,ALQ,825,219,302,Grav,TA,Y,SBrkr,435,1156,116,1362,2,1,0,1,2,1,Fa,3,Sev,1,No,Detchd,2001,Unf,1,600,Ex,Gd,N,403,402,297,1,30,62,Gd,nan,Gar2,4302,5,2015,New,AdjLand
489,20,RM,23,8779,Pave,Pave,IR1,Bnk,AllPub,Corner,Mod,South James,Artery,PosN,TwnhsE,1.5Fin,7,4,2000,1955,Flat,CompShg,HdBoard,CemntBd,None,404,Ex,TA,Slab,Fa,Fa,Gd,LwQ,867,Rec,881,242,2435,GasA,Gd,N,SBrkr,734,1351,104,1434,0,0,2,0,1,1,Fa,5,Sal,2,No,No,1920,Unf,2,861,TA,Ex,N,211,205,170,129,38,35,nan,MnPrv,Othr,4350,5,2017,Con,Normal
490,20,RL,71,15411,Pave,nan,Reg,Low,AllPub,Inside,Sev,Schaefermouth,Norm,Artery,TwnhsE,SLvl,4,7,1941,2004,Gable,Metal,BrkFace,HdBoard,BrkFace,311,Fa,Ex,Slab,No,Ex,Mn,LwQ,627,GLQ,1439,512,1216,GasA,Gd,N,FuseF,1340,479,7,3717,0,0,3,0,4,1,Fa,4,Min1,2,Ex,BuiltIn,1991,RFn,2,370,No,No,N,156,412,471,90,78,772,nan,MnWw,Shed,2095,5,2015,COD,Normal
491,60,RL,29,14370,Grvl,Grvl,Reg,Bnk,AllPub,CulDSac,Sev,South Nicole,Feedr,Norm,TwnhsE,2Story,4,6,1921,1966,Mansard,Tar&Grv,VinylSd,BrkFace,CBlock,103,Gd,Ex,BrkTil,TA,Gd,Av,Rec,691,LwQ,499,125,736,Wall,Gd,N,FuseP,1185,278,18,1261,2,1,0,0,2,1,Gd,7,Sev,0,Fa,No,1936,Unf,2,571,Gd,Fa,N,281,128,203,64,11,231,Ex,GdWo,Othr,413,1,2013,Con,Partial
492,30,RH,57,11561,Grvl,Pave,Reg,Low,AllPub,Inside,Gtl,East Dillonbury,Artery,Artery,Twnhs,2Story,6,9,1942,1952,Mansard,Metal,HdBoard,BrkFace,CBlock,332,Gd,Fa,PConc,TA,Gd,Av,Rec,591,Unf,1430,957,2047,Grav,Gd,N,FuseA,1785,917,117,1917,1,0,0,0,1,1,Ex,6,Sev,1,No,Detchd,1952,RFn,2,649,Fa,Fa,Y,100,311,320,181,184,144,nan,nan,nan,4917,1,2015,WD,AdjLand
493,60,FV,39,9613,Pave,Pave,IR2,Lvl,AllPub,Inside,Mod,North Samuel,Artery,Artery,2FmCon,2Story,4,4,1906,1976,Mansard,CompShg,BrkFace,HdBoard,BrkFace,10,Fa,Fa,PConc,Fa,Ex,Mn,Unf,433,BLQ,1238,438,2625,GasW,Fa,Y,SBrkr,524,831,46,2466,0,0,2,1,1,1,TA,8,Typ,0,TA,No,2001,Unf,0,995,Ex,Gd,N,205,273,483,27,124,640,nan,MnPrv,Gar2,2470,6,2016,Con,Normal
494,160,RM,76,5739,Pave,Grvl,IR2,Bnk,AllPub,CulDSac,Gtl,Lake Melissafurt,Feedr,Norm,TwnhsE,1Story,3,4,1950,1935,Mansard,Metal,MetalSd,BrkFace,BrkFace,388,TA,TA,Slab,Ex,Ex,Gd,Rec,1274,Unf,765,785,157,GasW,Ex,Y,FuseP,408,261,27,3407,2,1,1,0,3,1,TA,8,Mod,2,Fa,No,2010,Unf,2,647,TA,Ex,P,239,160,191,87,19,781,Ex,MnPrv,nan,3665,9,2017,Con,Normal
495,60,FV,68,10828,Grvl,Grvl,Reg,Low,AllPub,CulDSac,Sev,Davidburgh,Norm,PosN,Twnhs,SLvl,7,6,1900,1991,Flat,Metal,CemntBd,HdBoard,BrkFace,410,TA,Ex,CBlock,No,Fa,Av,GLQ,95,Rec,712,1261,2265,GasA,Gd,Y,FuseA,765,943,81,1354,2,0,0,0,1,1,Ex,6,Mod,0,Gd,CarPort,1928,Unf,3,898,Fa,Ex,P,208,413,357,155,157,743,Fa,MnPrv,Othr,743,6,2010,WD,Family
496,20,FV,54,17343,Pave,nan,IR3,Low,AllPub,Inside,Sev,Kinghaven,Feedr,Feedr,Twnhs,1Story,7,8,2020,1935,Gable,Metal,VinylSd,VinylSd,None,288,Ex,Fa,BrkTil,Gd,TA,No,GLQ,685,GLQ,1278,1484,1842,GasW,Gd,N,FuseF,1123,1107,10,2549,0,1,0,1,4,1,Fa,8,Maj2,1,TA,Basment,1927,Fin,3,229,No,Ex,Y,106,452,385,178,179,664,Fa,MnWw,Gar2,579,4,2010,New,Alloca
497,160,RM,83,10325,Grvl,nan,IR3,HLS,AllPub,Corner,Mod,Port Heather,PosN,Artery,2FmCon,1Story,4,9,1955,1900,Mansard,Metal,MetalSd,MetalSd,None,229,Ex,Gd,Slab,Fa,Gd,Mn,ALQ,53,GLQ,802,886,1125,Grav,Ex,Y,FuseF,958,757,59,3138,0,1,1,1,1,1,Ex,10,Min2,2,TA,Basment,2007,Unf,2,722,Ex,No,Y,278,466,444,188,94,24,Gd,GdWo,Shed,3636,5,2017,New,Normal
498,40,RH,22,15477,Grvl,Grvl,Reg,HLS,AllPub,CulDSac,Mod,West Johnchester,Feedr,Norm,Twnhs,SLvl,2,2,1935,1931,Mansard,Tar&Grv,VinylSd,VinylSd,Stone,426,Gd,Gd,Slab,Ex,Gd,Av,No,962,LwQ,149,1239,837,Grav,TA,Y,FuseF,1545,781,163,1693,0,1,1,0,2,1,TA,3,Min1,1,Fa,2Types,1903,RFn,1,162,Fa,No,P,328,234,202,170,2,143,TA,MnPrv,Shed,3617,5,2008,COD,Family
499,40,RM,34,16323,Pave,Pave,IR3,Lvl,AllPub,Inside,Gtl,Heatherville,Artery,Feedr,1Fam,1Story,4,3,1996,2010,Hip,Metal,CemntBd,MetalSd,CBlock,444,Gd,TA,BrkTil,No,Ex,Mn,Rec,23,GLQ,518,1160,2875,GasA,TA,Y,SBrkr,1784,445,82,1186,1,1,3,1,4,1,Fa,7,Sev,0,TA,Basment,1937,Unf,2,615,Gd,No,Y,281,263,256,189,92,178,Fa,MnWw,Othr,3457,9,2019,WD,Partial
500,40,FV,60,7927,Grvl,Pave,IR3,Low,AllPub,Corner,Sev,Lake Kari,Norm,PosN,Duplex,2Story,5,1,1937,1935,Hip,Tar&Grv,CemntBd,MetalSd,BrkFace,139,Ex,Ex,CBlock,Gd,Gd,Mn,ALQ,614,BLQ,1401,755,2137,GasA,Ex,Y,FuseF,777,1202,74,2041,1,0,3,1,2,1,TA,10,Typ,1,TA,Basment,1933,Fin,3,707,Ex,No,P,274,91,243,97,72,539,Fa,nan,Othr,1028,12,2008,COD,Family
501,160,RH,75,7430,Pave,Pave,IR1,Bnk,AllPub,Corner,Sev,Carterside,Norm,Feedr,1Fam,1.5Fin,4,3,1921,1964,Gable,CompShg,BrkFace,BrkFace,Stone,348,Fa,TA,BrkTil,No,No,Mn,Unf,732,BLQ,827,1473,2366,GasA,Gd,N,FuseA,1087,1410,151,3323,0,1,2,0,4,1,TA,5,Typ,1,TA,Attchd,1941,Unf,3,910,Gd,TA,P,142,483,143,121,95,691,Fa,MnPrv,Gar2,3149,1,2015,New,Abnorml
502,40,RL,48,17165,Pave,Grvl,IR1,Bnk,AllPub,CulDSac,Mod,Bishopland,Norm,Feedr,Twnhs,2Story,4,4,1956,1956,Flat,CompShg,CemntBd,CemntBd,CBlock,460,TA,Ex,BrkTil,Fa,Ex,Av,LwQ,584,LwQ,649,479,1041,Wall,Gd,Y,SBrkr,1427,1162,114,3297,1,1,2,1,4,1,Fa,11,Maj1,0,Fa,Detchd,1952,RFn,3,662,Fa,Ex,N,364,41,370,60,183,711,Fa,MnWw,Othr,1035,3,2016,New,Abnorml
503,30,RM,22,19060,Grvl,Grvl,IR1,Bnk,AllPub,Inside,Gtl,Davidmouth,Norm,Norm,TwnhsE,1Story,6,7,1967,1937,Mansard,Metal,MetalSd,VinylSd,CBlock,482,Ex,Gd,Slab,TA,No,Av,No,883,ALQ,854,503,2608,GasA,Gd,N,FuseA,1848,113,17,1947,0,1,0,1,1,1,Gd,10,Typ,1,Fa,Detchd,1946,Fin,0,719,Ex,TA,Y,260,472,99,199,103,587,TA,nan,Othr,3918,5,2006,ConLw,Normal
504,30,RL,97,13233,Grvl,Pave,IR2,HLS,AllPub,Corner,Sev,East Cassandra,Artery,PosN,Twnhs,1.5Fin,5,6,1962,2010,Gable,CompShg,MetalSd,BrkFace,None,428,Fa,Ex,PConc,Fa,Fa,Av,GLQ,1384,Rec,1324,1164,628,Grav,Fa,N,FuseP,1955,423,166,3804,0,1,0,0,4,1,Fa,3,Sev,2,Fa,No,1928,Unf,0,241,TA,TA,Y,63,331,306,146,144,664,nan,nan,Gar2,2164,11,2015,Con,Partial
505,40,RM,33,12617,Pave,nan,IR1,Bnk,AllPub,Inside,Sev,Lake Robertberg,Norm,Artery,Twnhs,SLvl,2,3,1947,2002,Flat,Tar&Grv,CemntBd,HdBoard,CBlock,192,TA,Ex,Slab,TA,No,Mn,No,498,Unf,153,498,1599,GasW,Ex,N,SBrkr,752,1068,97,3322,1,1,0,0,2,1,TA,9,Mod,0,TA,2Types,1968,RFn,1,72,TA,No,N,117,372,497,67,105,529,Gd,GdPrv,Gar2,3707,11,2018,COD,Alloca
